Sex,Year,Source,MortalityType,Value,Target,Bridge
Total,2017,Total,Diseases of the genitourinary system,211920.3136,Other,Other
Female,2012,Total,Acute myocardial infarction,211228.1995,Diseases of the circulatory system,Diseases of the circulatory system
Male,2017,Total,Diseases of the nervous system,210870.9305,Other,Other
Total,2019,Total,Alzheimer's disease,210565.2375,Other,Diseases of the nervous system
Female,2003,Total,"Endocrine, nutritional and metabolic diseases",210531.1179,Other,Other
Total,2007,Total,Mental and behavioural disorders,209698.7672,Other,Other
Male,2020,Total,"Malignant neoplasms of trachea, bronchus, lung",208805.1285,Neoplasms,Malignant neoplasms
Female,2005,Total,"Endocrine, nutritional and metabolic diseases",208427.8886,Other,Other
Total,2008,Total,Diseases of the genitourinary system,208146.9545,Other,Other
Female,2020,Total,Cerebrovascular diseases,207393.5204,Diseases of the circulatory system,Diseases of the circulatory system
Total,2007,Total,Diseases of the genitourinary system,207205.7037,Other,Other
Female,2019,Total,Diseases of the nervous system,206366.1459,Other,Other
Female,2020,Total,Acute myocardial infarction,206196.8422,Diseases of the circulatory system,Diseases of the circulatory system
Total,2017,Total,Alzheimer's disease,205878.7046,Other,Diseases of the nervous system
Total,2006,Total,Mental and behavioural disorders,205855.7442,Other,Other
Male,2001,Total,"Endocrine, nutritional and metabolic diseases",205650.1065,Other,Other
Female,2008,Total,"Endocrine, nutritional and metabolic diseases",204548.6622,Other,Other
Male,2020,Total,Diseases of the nervous system,203260.7693,Other,Other
Total,2018,Total,Diseases of the genitourinary system,202888.4033,Other,Other
Female,2019,Total,"Endocrine, nutritional and metabolic diseases",202731.7083,Other,Other
Male,2016,Total,Diabetes mellitus,202646.5034,Other,"Endocrine, nutritional and metabolic diseases"
Female,2015,Total,Diseases of the nervous system,202374.4574,Other,Other
Female,2004,Total,"Endocrine, nutritional and metabolic diseases",202206.9748,Other,Other
Total,2006,Total,Diseases of the genitourinary system,202070.7631,Other,Other
Male,2015,Total,Diabetes mellitus,201981.4726,Other,"Endocrine, nutritional and metabolic diseases"
Male,2018,Total,Chronic obstructive pulmonary diseases,201690.2284,Other,Other
Female,2002,Total,"Endocrine, nutritional and metabolic diseases",201272.8248,Other,Other
Female,2019,Total,Acute myocardial infarction,201136.4668,Diseases of the circulatory system,Diseases of the circulatory system
Male,2003,Total,Pneumonia,201062.9802,Other,Other
Male,2018,Total,Diseases of the nervous system,200986.1536,Other,Other
Female,2007,Total,"Endocrine, nutritional and metabolic diseases",200928.9645,Other,Other
Female,2006,Total,"Endocrine, nutritional and metabolic diseases",200822.4142,Other,Other
Total,2021,Total,Diseases of the circulatory system,199713.9938,Diseases of the circulatory system,Other
Male,2014,Total,Diseases of the nervous system,199167.8466,Other,Other
Female,2020,Total,Diseases of the nervous system,198719.0876,Other,Other
Total,2020,Total,Diseases of the genitourinary system,198533.8115,Other,Other
Total,2009,Total,Dementia,198515.9608,Other,Mental and behavioural disorders
Total,2005,Total,Diseases of the genitourinary system,195883.3464,Other,Other
Total,2020,Total,Alzheimer's disease,195468.2525,Other,Diseases of the nervous system
Total,2014,Total,Alzheimer's disease,195396.0949,Other,Diseases of the nervous system
Male,2000,Total,"Endocrine, nutritional and metabolic diseases",195360.9921,Other,Other
Female,2001,Total,"Endocrine, nutritional and metabolic diseases",195229.0041,Other,Other
Male,2002,Total,Pneumonia,195227.689,Other,Other
Male,2001,Total,Pneumonia,194886.4495,Other,Other
Total,2003,Total,Diseases of the genitourinary system,194573.6912,Other,Other
Male,2014,Total,Diabetes mellitus,194448.7393,Other,"Endocrine, nutritional and metabolic diseases"
Male,2012,Total,Diabetes mellitus,194235.0594,Other,"Endocrine, nutritional and metabolic diseases"
Male,2005,Total,Pneumonia,194136.9861,Other,Other
Male,2013,Total,Diabetes mellitus,193920.213,Other,"Endocrine, nutritional and metabolic diseases"
Total,2015,Total,Certain infectious and parasitic diseases,193534.8398,Other,Other
Male,2013,Total,Diseases of the nervous system,192846.5113,Other,Other
Total,2008,Total,Dementia,192756.7284,Other,Mental and behavioural disorders
Female,2018,Total,Diseases of the nervous system,192280.1529,Other,Other
Male,2015,Total,Pneumonia,192053.541,Other,Other
Female,2000,Total,"Endocrine, nutritional and metabolic diseases",191669.6893,Other,Other
Total,2019,Total,"Malignant neoplasms of colon, rectum and anus",191594.3395,Neoplasms,Malignant neoplasms
Male,2011,Total,Diabetes mellitus,191496.493,Other,"Endocrine, nutritional and metabolic diseases"
Total,2004,Total,Diseases of the genitourinary system,191307.6624,Other,Other
Male,2017,Total,Diabetes mellitus,191132.1124,Other,"Endocrine, nutritional and metabolic diseases"
Male,2000,Total,Pneumonia,191111.2286,Other,Other
Total,2018,Total,Alzheimer's disease,191033.1798,Other,Diseases of the nervous system
Total,2013,Total,Certain infectious and parasitic diseases,190916.1665,Other,Other
Female,2017,Total,Acute myocardial infarction,190869.9431,Diseases of the circulatory system,Diseases of the circulatory system
Male,2010,Total,Diabetes mellitus,190338.9688,Other,"Endocrine, nutritional and metabolic diseases"
Female,2018,Total,"Endocrine, nutritional and metabolic diseases",189467.0363,Other,Other
Total,2012,Total,Certain infectious and parasitic diseases,189289.9314,Other,Other
Male,2016,Total,Pneumonia,189058.0649,Other,Other
Male,2004,Total,Pneumonia,188988.8531,Other,Other
Total,2002,Total,Diseases of the genitourinary system,188568.4597,Other,Other
Total,2018,Total,"Malignant neoplasms of colon, rectum and anus",188362.872,Neoplasms,Malignant neoplasms
Total,2014,Total,Certain infectious and parasitic diseases,188094.9206,Other,Other
Male,2009,Total,Diabetes mellitus,187233.9173,Other,"Endocrine, nutritional and metabolic diseases"
Male,2012,Total,Diseases of the nervous system,187159.809,Other,Other
Female,2014,Total,Diseases of the nervous system,187005.0647,Other,Other
Total,2001,Total,Diseases of the genitourinary system,186493.8295,Other,Other
Total,2011,Total,Certain infectious and parasitic diseases,186317.1532,Other,Other
Male,2006,Total,Pneumonia,186304.7302,Other,Other
Total,2009,Total,Certain infectious and parasitic diseases,185325.0063,Other,Other
Male,2019,Total,Diabetes mellitus,184984.2803,Other,"Endocrine, nutritional and metabolic diseases"
Male,2007,Total,Pneumonia,184949.7545,Other,Other
Total,2016,Total,Certain infectious and parasitic diseases,184272.173,Other,Other
Male,2013,Total,Pneumonia,184232.6613,Other,Other
Total,2010,Total,Certain infectious and parasitic diseases,183814.5505,Other,Other
Male,2008,Total,Pneumonia,183674.7236,Other,Other
Male,2000,Total,"Symptoms, signs, ill-defined causes",183644.9105,Other,Other
Total,2013,Total,Alzheimer's disease,182994.3327,Other,Diseases of the nervous system
Total,2005,Total,Mental and behavioural disorders,182166.0044,Other,Other
Male,2009,Total,Pneumonia,181420.4529,Other,Other
Male,2012,Total,Pneumonia,181344.2407,Other,Other
Male,2010,Total,Pneumonia,180508.6621,Other,Other
Male,2014,Total,Pneumonia,180469.416,Other,Other
Female,2018,Total,Acute myocardial infarction,180312.1645,Diseases of the circulatory system,Diseases of the circulatory system
Total,2008,Total,Certain infectious and parasitic diseases,179724.885,Other,Other
Male,2019,Total,Pneumonia,179707.6724,Other,Other
Total,2003,Total,Mental and behavioural disorders,179156.3912,Other,Other
Male,2011,Total,Pneumonia,178875.89,Other,Other
Male,2008,Total,Diabetes mellitus,178736.3384,Other,"Endocrine, nutritional and metabolic diseases"
Total,2007,Total,Certain infectious and parasitic diseases,178313.2206,Other,Other
Total,2012,Total,Alzheimer's disease,178063.6615,Other,Diseases of the nervous system
Male,2011,Total,Diseases of the nervous system,177921.4497,Other,Other
Male,2007,Total,Diabetes mellitus,177289.5073,Other,"Endocrine, nutritional and metabolic diseases"
Female,2013,Total,Diseases of the nervous system,177102.2814,Other,Other
Male,2001,Total,"Symptoms, signs, ill-defined causes",177090.8029,Other,Other
Male,2006,Total,Diabetes mellitus,176275.7781,Other,"Endocrine, nutritional and metabolic diseases"
Male,2019,Total,"Symptoms, signs, ill-defined causes",175817.5997,Other,Other
Male,2003,Total,Diabetes mellitus,175726.295,Other,"Endocrine, nutritional and metabolic diseases"
Male,2018,Total,Diabetes mellitus,175529.8903,Other,"Endocrine, nutritional and metabolic diseases"
Male,2010,Total,Diseases of the nervous system,175163.4128,Other,Other
Total,2002,Total,Mental and behavioural disorders,175145.5823,Other,Other
Total,2003,Total,Certain infectious and parasitic diseases,174862.9877,Other,Other
Male,2009,Total,"Symptoms, signs, ill-defined causes",174662.6933,Other,Other
Total,2000,Total,Diseases of the genitourinary system,174599.4393,Other,Other
Male,2005,Total,Diabetes mellitus,174522.102,Other,"Endocrine, nutritional and metabolic diseases"
Total,2006,Total,Certain infectious and parasitic diseases,174516.1784,Other,Other
Total,2004,Total,Mental and behavioural disorders,174199.1131,Other,Other
Male,2020,Total,Chronic obstructive pulmonary diseases,174145.1382,Other,Other
Female,2016,Total,Diabetes mellitus,173879.5287,Other,"Endocrine, nutritional and metabolic diseases"
Female,2015,Total,Diabetes mellitus,173640.4707,Other,"Endocrine, nutritional and metabolic diseases"
Male,2010,Total,"Symptoms, signs, ill-defined causes",173605.2158,Other,Other
Male,2012,Total,"Symptoms, signs, ill-defined causes",173355.9023,Other,Other
Male,2004,Total,Diabetes mellitus,173165.2176,Other,"Endocrine, nutritional and metabolic diseases"
Total,2005,Total,Certain infectious and parasitic diseases,172871.8135,Other,Other
Female,2010,Total,Diabetes mellitus,172592.372,Other,"Endocrine, nutritional and metabolic diseases"
Female,2010,Total,Diseases of the digestive system,172372.7454,Other,Other
Female,2017,Total,External causes of mortality,172367.4892,External causes of mortality,Other
Female,2012,Total,Diseases of the nervous system,172216.9583,Other,Other
Female,2020,Total,Diabetes mellitus,171450.7397,Other,"Endocrine, nutritional and metabolic diseases"
Female,2016,Total,Diseases of the digestive system,171250.604,Other,Other
Female,2003,Total,Diseases of the digestive system,171245.4909,Other,Other
Female,2017,Total,Mental and behavioural disorders,171237.4822,Other,Other
Female,2009,Total,Diseases of the digestive system,170990.6098,Other,Other
Female,2016,Total,External causes of mortality,170948.1322,External causes of mortality,Other
Female,2002,Total,Diseases of the digestive system,170431.1137,Other,Other
Male,2003,Total,"Symptoms, signs, ill-defined causes",170401.5233,Other,Other
Total,2007,Total,Dementia,170281.7683,Other,Mental and behavioural disorders
Male,2011,Total,"Symptoms, signs, ill-defined causes",170233.6996,Other,Other
Total,2002,Total,Certain infectious and parasitic diseases,170177.5339,Other,Other
Female,2015,Total,Diseases of the digestive system,170015.7952,Other,Other
Total,2001,Total,Mental and behavioural disorders,169966.173,Other,Other
Female,2014,Total,Diabetes mellitus,169644.2717,Other,"Endocrine, nutritional and metabolic diseases"
Female,2012,Total,Diabetes mellitus,169529.358,Other,"Endocrine, nutritional and metabolic diseases"
Female,2012,Total,Diseases of the digestive system,169509.1443,Other,Other
Female,2013,Total,Diabetes mellitus,169019.3707,Other,"Endocrine, nutritional and metabolic diseases"
Female,2001,Total,Diseases of the digestive system,169017.3935,Other,Other
Female,2013,Total,Diseases of the digestive system,168967.93,Other,Other
Total,2004,Total,Certain infectious and parasitic diseases,168891.6755,Other,Other
Female,2008,Total,Diseases of the digestive system,168817.2266,Other,Other
Male,2002,Total,Diabetes mellitus,168702.8381,Other,"Endocrine, nutritional and metabolic diseases"
Male,2009,Total,Diseases of the nervous system,168678.5667,Other,Other
Female,2011,Total,External causes of mortality,168627.8149,External causes of mortality,Other
Female,2009,Total,Diabetes mellitus,168618.7321,Other,"Endocrine, nutritional and metabolic diseases"
Female,2014,Total,Diseases of the digestive system,168316.0063,Other,Other
Total,2017,Total,Certain infectious and parasitic diseases,168274.5397,Other,Other
Female,2011,Total,Diabetes mellitus,168206.1751,Other,"Endocrine, nutritional and metabolic diseases"
Female,2011,Total,Diseases of the digestive system,167984.573,Other,Other
Female,2007,Total,Diseases of the digestive system,167913.6491,Other,Other
Total,2021,Total,Neoplasms,167600.7722,Neoplasms,Other
Female,2004,Total,Diseases of the digestive system,167363.5406,Other,Other
Female,2017,Total,Diseases of the digestive system,167328.3102,Other,Other
Total,2011,Total,Alzheimer's disease,167177.3631,Other,Diseases of the nervous system
Female,2015,Total,External causes of mortality,166852.741,External causes of mortality,Other
Total,2001,Total,Certain infectious and parasitic diseases,166508.9079,Other,Other
Female,2006,Total,Diseases of the digestive system,166506.4695,Other,Other
Female,2005,Total,Diseases of the digestive system,166458.7516,Other,Other
Total,2020,Total,"Malignant neoplasms of colon, rectum and anus",166074.4724,Neoplasms,Malignant neoplasms
Male,2020,Total,Pneumonia,166052.9318,Other,Other
